"Classification","chnm","tgt_abbr","testname","NAS"
"MostDILI Drugs","isoniazid","CYP3A4","NVS_ADME_hCYP3A4_Row550",0.978162991
"MostDILI Drugs","isoniazid","cytotoxicity","BSK_SAg_PBMCCytotoxicity_up_Row527",0.920772847
"MostDILI Drugs","isoniazid","ESR1","ATG_ERE_CIS_up_Row9",0.579629148
"MostDILI Drugs","isoniazid","ESR1","ACEA_T47D_80hr_Positive_Row621",0.553997205
"MostDILI Drugs","isoniazid","oxidoreductase","NCCT_TPO_AUR_dn_Row14",0.979487652
"MostDILI Drugs","isoniazid","oxidoreductase","NCCT_TPO_GUA_dn_Row1315",0.771742836
"MostDILI Drugs","isoniazid","RARB","ATG_RARb_TRANS_up_Row436",0.999980346
"MostDILI Drugs","isoniazid","TACR2","NVS_GPCR_hNK2_Row578",0.972507455
"MostDILI Drugs","itraconazole","NRF2","TOX21_ARE_BLA_agonist_ratio_Row34",-3.254118015
"MostDILI Drugs","ketoconazole","AHR","ATG_Ahr_CIS_up_Row342",0.908589815
"MostDILI Drugs","ketoconazole","AHR","TOX21_AhR_LUC_Agonist_Row256",0.272846546
"MostDILI Drugs","ketoconazole","androstenedione","CEETOX_H295R_ANDR_dn_Row304",0.854002312
"MostDILI Drugs","ketoconazole","AR","ATG_AR_TRANS_dn_Row340",0.999786842
"MostDILI Drugs","ketoconazole","AR","TOX21_AR_BLA_Antagonist_ch2_Row227",-0.600654746
"MostDILI Drugs","ketoconazole","AR","TOX21_AR_BLA_Antagonist_ratio_Row143",-0.894692234
"MostDILI Drugs","ketoconazole","AR","TOX21_AR_BLA_Agonist_ratio_Row249",-1.796496536
"MostDILI Drugs","ketoconazole","AR","TOX21_AR_BLA_Antagonist_viability_Row157",-2.097690833
"MostDILI Drugs","ketoconazole","AR","TOX21_AR_LUC_MDAKB2_Antagonist2_Row168",-2.234079127
"MostDILI Drugs","ketoconazole","AR","TOX21_AR_LUC_MDAKB2_Antagonist_Row178",-3.913738794
"MostDILI Drugs","ketoconazole","BMPR2","ATG_BRE_CIS_up_Row344",-3.082935414
"MostDILI Drugs","ketoconazole","CCL2","BSK_KF3CT_MCP1_down_Row52",-2.120832999
"MostDILI Drugs","ketoconazole","CCL2","BSK_SAg_MCP1_down_Row114",-2.310835493
"MostDILI Drugs","ketoconazole","CCL2","BSK_3C_MCP1_down_Row106",-2.60992232
"MostDILI Drugs","ketoconazole","CCL2","BSK_4H_MCP1_down_Row36",-2.710303091
"MostDILI Drugs","ketoconazole","CCL2","BSK_LPS_MCP1_down_Row105",-2.956830751
"MostDILI Drugs","ketoconazole","CCL26","BSK_4H_Eotaxin3_down_Row76",-1.475247281
"MostDILI Drugs","ketoconazole","CD38","BSK_SAg_CD38_down_Row86",-1.066739984
"MostDILI Drugs","ketoconazole","CD40","BSK_LPS_CD40_down_Row64",-1.480836369
"MostDILI Drugs","ketoconazole","CD40","BSK_SAg_CD40_down_Row57",-2.231550107
"MostDILI Drugs","ketoconazole","CD69","BSK_SAg_CD69_down_Row120",-2.112088719
"MostDILI Drugs","ketoconazole","COL3A1","BSK_hDFCGF_CollagenIII_down_Row58",-0.518923191
"MostDILI Drugs","ketoconazole","cortisol","CEETOX_H295R_11DCORT_dn_Row306",0.87684134
"MostDILI Drugs","ketoconazole","cortisol","CEETOX_H295R_CORTISOL_dn_Row307",0.857206192
"MostDILI Drugs","ketoconazole","CREB3","ATG_CRE_CIS_up_Row348",-1.893280877
"MostDILI Drugs","ketoconazole","CSF1","BSK_LPS_MCSF_down_Row141",-2.29534858
"MostDILI Drugs","ketoconazole","CSF1","BSK_hDFCGF_MCSF_down_Row42",-2.727805769
"MostDILI Drugs","ketoconazole","CXCL10","BSK_BE3C_IP10_down_Row55",-0.994829224
"MostDILI Drugs","ketoconazole","CXCL10","BSK_KF3CT_IP10_down_Row38",-2.748445747
"MostDILI Drugs","ketoconazole","CXCL10","BSK_hDFCGF_IP10_down_Row33",-3.515490406
"MostDILI Drugs","ketoconazole","CXCL9","BSK_3C_MIG_down_Row90",-1.704263311
"MostDILI Drugs","ketoconazole","CXCL9","BSK_hDFCGF_MIG_down_Row61",-3.735917731
"MostDILI Drugs","ketoconazole","CYP19A1","TOX21_Aromatase_Inhibition_Row119",-3.115410677
"MostDILI Drugs","ketoconazole","cytotoxicity","APR_HepG2_CellLoss_72h_dn_Row200",-1.669313613
"MostDILI Drugs","ketoconazole","cytotoxicity","APR_HepG2_CellLoss_24h_dn_Row203",-2.302187401
"MostDILI Drugs","ketoconazole","cytotoxicity","BSK_3C_Vis_down_Row62",-3.65757793
"MostDILI Drugs","ketoconazole","deoxycorticosterone","CEETOX_H295R_DOC_up_Row603",0.891687367
"MostDILI Drugs","ketoconazole","EGF","BSK_hDFCGF_EGFR_down_Row29",-1.045208991
"MostDILI Drugs","ketoconazole","EGR1","ATG_EGR_CIS_up_Row355",-0.4523955
"MostDILI Drugs","ketoconazole","ESR1","ACEA_T47D_80hr_Positive_Row621",0.999988771
"MostDILI Drugs","ketoconazole","ESR1","NVS_NR_mERa_Row618",-2.186476624
"MostDILI Drugs","ketoconazole","ESR1","TOX21_ERa_BLA_Agonist_ch1_Row242",-3.270449834
"MostDILI Drugs","ketoconazole","ESR1","TOX21_ERa_BLA_Antagonist_ratio_Row156",-3.627785306
"MostDILI Drugs","ketoconazole","ESR1","TOX21_ERa_BLA_Antagonist_ch2_Row230",-3.78829135
"MostDILI Drugs","ketoconazole","ESR1","TOX21_ERa_BLA_Agonist_ratio_Row246",-3.973361273
"MostDILI Drugs","ketoconazole","estrogen","CEETOX_H295R_ESTRONE_dn_Row606",0.873558126
"MostDILI Drugs","ketoconazole","HIF1a","ATG_HIF1a_CIS_up_Row379",0.22928244
"MostDILI Drugs","ketoconazole","HLA-DR","BSK_3C_HLADR_down_Row104",-1.085011306
"MostDILI Drugs","ketoconazole","HLA-DR","BSK_CASM3C_HLADR_down_Row497",-1.311659379
"MostDILI Drugs","ketoconazole","HLA-DR","BSK_BE3C_HLADR_down_Row59",-3.047748496
"MostDILI Drugs","ketoconazole","hmgbox","ATG_TCF_b_cat_CIS_dn_Row85",0.310804402
"MostDILI Drugs","ketoconazole","HSF1","TOX21_HSE_BLA_agonist_ratio_Row172",-3.244493989
"MostDILI Drugs","ketoconazole","HSF1","TOX21_HSE_BLA_agonist_ch2_Row280",-3.772893254
"MostDILI Drugs","ketoconazole","hydroxyprogesterone","CEETOX_H295R_OHPROG_dn_Row303",0.907589859
"MostDILI Drugs","ketoconazole","IFNG","ATG_ISRE_CIS_dn_Row388",-1.47528561
"MostDILI Drugs","ketoconazole","IL8","BSK_LPS_IL8_down_Row160",-1.081621947
"MostDILI Drugs","ketoconazole","IL8","BSK_SAg_IL8_down_Row153",-1.650064796
"MostDILI Drugs","ketoconazole","IL8","BSK_3C_IL8_down_Row66",-2.657597727
"MostDILI Drugs","ketoconazole","IL8","BSK_hDFCGF_IL8_down_Row103",-3.152071311
"MostDILI Drugs","ketoconazole","intmrkr","ATG_TA_CIS_up_Row457",0.140699031
"MostDILI Drugs","ketoconazole","intmrkr","ATG_CMV_CIS_up_Row39",-2.512037199
"MostDILI Drugs","ketoconazole","LDLR","BSK_CASM3C_LDLR_up_Row302",0.616747273
"MostDILI Drugs","ketoconazole","MMP9","matrix metalloproteinase 9_down_Row46",-1.080741516
"MostDILI Drugs","ketoconazole","MTF1","ATG_MRE_CIS_up_Row84",-3.468500971
"MostDILI Drugs","ketoconazole","NF1A","ATG_NFI_CIS_up_Row416",-2.668759113
"MostDILI Drugs","ketoconazole","NFKB1","TOX21_NFkB_BLA_agonist_ratio_Row250",0.95990275
"MostDILI Drugs","ketoconazole","NR1H3","ATG_DR4_LXR_CIS_dn_Row28",-2.432619561
"MostDILI Drugs","ketoconazole","NR1H4","OT_FXR_FXRSRC1_0480_Row94",0.276282492
"MostDILI Drugs","ketoconazole","NR1H4","NVS_NR_hFXR_Antagonist_Row1033",-2.446887454
"MostDILI Drugs","ketoconazole","NR1H4","ATG_IR1_CIS_dn_Row386",-2.57083362
"MostDILI Drugs","ketoconazole","NR1H4","TOX21_FXR_BLA_Antagonist_ch2_Row228",-2.70397329
"MostDILI Drugs","ketoconazole","NR1I2","ATG_PXRE_CIS_up_Row16",0.470751101
"MostDILI Drugs","ketoconazole","NR1I3","ATG_CAR_TRANS_dn_Row345",-3.81107444
"MostDILI Drugs","ketoconazole","NR3C1","TOX21_GR_BLA_Agonist_ch1_Row229",-3.857283373
"MostDILI Drugs","ketoconazole","NRF2","TOX21_ARE_BLA_agonist_ratio_Row34",0.620096181
"MostDILI Drugs","ketoconazole","NRF2","TOX21_ARE_BLA_Agonist_ch2_Row24",0.298351462
"MostDILI Drugs","ketoconazole","NRF2","ATG_NRF2_ARE_CIS_up_Row48",-1.987030276
"MostDILI Drugs","ketoconazole","NRF2","TOX21_ARE_BLA_Agonist_ch1_Row235",-2.441624174
"MostDILI Drugs","ketoconazole","oxidoreductase","NCCT_QuantiLum_inhib_dn_Row182",-2.252956759
"MostDILI Drugs","ketoconazole","oxidoreductase","NCCT_TPO_AUR_dn_Row14",-2.777105647
"MostDILI Drugs","ketoconazole","oxstress","APR_HepG2_OxidativeStress_72h_up_Row202",-2.917189687
"MostDILI Drugs","ketoconazole","PAX6","ATG_Pax6_CIS_up_Row432",-0.398667791
"MostDILI Drugs","ketoconazole","PLAUR","BSK_3C_uPAR_down_Row91",-2.343869643
"MostDILI Drugs","ketoconazole","PLAUR","BSK_4H_uPAR_down_Row101",-2.694707746
"MostDILI Drugs","ketoconazole","POU2F1","ATG_POU domain protein_MLP_CIS_up_Row422",-0.616127141
"MostDILI Drugs","ketoconazole","PPARD","TOX21_PPARd_BLA_Agonist_viability_Row222",-2.404282796
"MostDILI Drugs","ketoconazole","PPARG","TOX21_PPARg_BLA_antagonist_viability_Row287",-3.93839893
"MostDILI Drugs","ketoconazole","prlfrn","NCCT_HEK293T_CellTiterGLO_Row88",0.819392335
"MostDILI Drugs","ketoconazole","prlfrn","BSK_CASM3C_Proliferation_down_Row26",-0.81450122
"MostDILI Drugs","ketoconazole","prlfrn","BSK_3C_Proliferation_down_Row100",-1.086790413
"MostDILI Drugs","ketoconazole","prlfrn","BSK_hDFCGF_Proliferation_down_Row25",-1.376339953
"MostDILI Drugs","ketoconazole","prlfrn","BSK_SAg_Proliferation_down_Row54",-1.712216709
"MostDILI Drugs","ketoconazole","RORA","ATG_RORE_CIS_up_Row43",0.489510014
"MostDILI Drugs","ketoconazole","SELE","BSK_SAg_Eselectin_down_Row145",-3.865027966
"MostDILI Drugs","ketoconazole","SELP","BSK_4H_Pselectin_down_Row49",-0.581933301
"MostDILI Drugs","ketoconazole","SERPINE1","BSK_hDFCGF_PAI1_down_Row32",-2.760264266
"MostDILI Drugs","ketoconazole","SIRT2","NVS_ENZ_sirtuin 2_Row917",-0.039927787
"MostDILI Drugs","ketoconazole","SLC6A2","NVS_TR_hNET_Row595",-0.575071491
"MostDILI Drugs","ketoconazole","SLC6A3","NVS_TR_DAT_Row594",-0.82631635
"MostDILI Drugs","ketoconazole","SLC6A4","NVS_TR_hSERT_Row1041",0.845668269
"MostDILI Drugs","ketoconazole","SP1","ATG_Sp1_CIS_up_Row453",-2.864163884
"MostDILI Drugs","ketoconazole","srb","BSK_hDFCGF_SRB_down_Row73",-1.31949315
"MostDILI Drugs","ketoconazole","srb","BSK_LPS_SRB_down_Row123",-1.398394131
"MostDILI Drugs","ketoconazole","srb","BSK_SAg_SRB_down_Row115",-1.898373516
"MostDILI Drugs","ketoconazole","srb","BSK_3C_SRB_down_Row82",-2.413010921
"MostDILI Drugs","ketoconazole","srb","BSK_4H_SRB_down_Row131",-2.491243561
"MostDILI Drugs","ketoconazole","SREBF1","ATG_SREBP_CIS_up_Row17",0.326038278
"MostDILI Drugs","ketoconazole","testosterone","CEETOX_H295R_TESTO_dn_Row305",0.954702699
"MostDILI Drugs","ketoconazole","TGFB1","BSK_KF3CT_TGFb1_down_Row87",-0.90163309
"MostDILI Drugs","ketoconazole","THRA","TOX21_TR_LUC_GH3_Antagonist_Row97",-1.88984763
"MostDILI Drugs","ketoconazole","TIMP1","BSK_hDFCGF_TIMP1_down_Row51",-3.364271983
"MostDILI Drugs","ketoconazole","TIMP2","BSK_KF3CT_TIMP2_down_Row70",-2.580826366
"MostDILI Drugs","ketoconazole","TNFRSF10B","NVS_NR_hCAR_Antagonist_Row1031",-3.10503203
"MostDILI Drugs","ketoconazole","TP53","APR_HepG2_p53Act_72h_up_Row173",-0.683497883
"MostDILI Drugs","ketoconazole","TP53","TOX21_p53_BLA_p2_ratio_Row80",-1.601593674
"MostDILI Drugs","ketoconazole","TP53","TOX21_p53_BLA_p4_ch1_Row112",-3.614962764
"MostDILI Drugs","ketoconazole","VCAM1","BSK_hDFCGF_VCAM1_down_Row41",-3.133883113
"MostDILI Drugs","ketoconazole","VCAM1","BSK_LPS_VCAM1_down_Row72",-3.906653514
"MostDILI Drugs","ketoconazole","VDR","ATG_VDRE_CIS_up_Row37",0.129552353
"MostDILI Drugs","ketoconazole","VDR","TOX21_VDR_BLA_Agonist_viability_Row224",-2.183857387
"MostDILI Drugs","ketoconazole","VDR","TOX21_VDR_BLA_antagonist_ratio_Row225",-2.779973584
"MostDILI Drugs","ketoconazole","VDR","TOX21_VDR_BLA_antagonist_viability_Row223",-3.569706919
"MostDILI Drugs","ketoconazole","XBP1","ATG_Xbp1_CIS_up_Row466",-1.21635293
"MostDILI Drugs","ketoconazole","zf_teratoscore","NHEERL_ZF_144hpf_TERATOSCORE_up_Row13",-0.767765746
"LessDILIDrugs","lansoprazole","AHR","ATG_Ahr_CIS_up_Row342",0.057262989
"LessDILIDrugs","lansoprazole","AHR","TOX21_AhR_LUC_Agonist_Row256",-1.497320992
"LessDILIDrugs","lansoprazole","NR1I2","ATG_PXRE_CIS_up_Row16",-1.715898038
"LessDILIDrugs","lansoprazole","NR1I2","ATG_PXR_TRANS_up_Row18",-3.173224629
"LessDILIDrugs","lansoprazole","NR1I3","ATG_PBREM_CIS_up_Row319",-2.950724528
"MostDILI Drugs","leflunomide","AHR","TOX21_AhR_LUC_Agonist_Row256",0.953672009
"MostDILI Drugs","leflunomide","AHR","ATG_Ahr_CIS_up_Row342",0.68318855
"MostDILI Drugs","leflunomide","AR","TOX21_AR_BLA_Antagonist_ratio_Row143",-0.345943718
"MostDILI Drugs","leflunomide","AR","TOX21_AR_BLA_Antagonist_viability_Row157",-1.262083974
"MostDILI Drugs","leflunomide","BMPR2","ATG_BRE_CIS_up_Row344",-3.80716319
"MostDILI Drugs","leflunomide","esr","TOX21_ESRE_BLA_ratio_Row243",-1.50521324
"MostDILI Drugs","leflunomide","esr","TOX21_ESRE_BLA_viability_Row237",-1.841798146
"MostDILI Drugs","leflunomide","ESR1","ATG_ERE_CIS_up_Row9",0.038538079
"MostDILI Drugs","leflunomide","HIF1a","ATG_HIF1a_CIS_up_Row379",-1.67236072
"MostDILI Drugs","leflunomide","HSF1","TOX21_HSE_BLA_agonist_ch2_Row280",-0.019510842
"MostDILI Drugs","leflunomide","HSF1","TOX21_HSE_BLA_agonist_ratio_Row172",-0.086858084
"MostDILI Drugs","leflunomide","JUN","ATG_AP_1_CIS_up_Row35",-2.798933772
"MostDILI Drugs","leflunomide","mmp","TOX21_MMP_ratio_down_Row67",0.630181508
"MostDILI Drugs","leflunomide","MTF1","ATG_MRE_CIS_up_Row84",-1.861871916
"MostDILI Drugs","leflunomide","MYC","ATG_Myc_CIS_dn_Row413",0.979272133
"MostDILI Drugs","leflunomide","NR1H4","TOX21_FXR_BLA_antagonist_ratio_Row183",-0.967811298
"MostDILI Drugs","leflunomide","NRF2","TOX21_ARE_BLA_agonist_ratio_Row34",-0.060041428
"MostDILI Drugs","leflunomide","NRF2","ATG_NRF2_ARE_CIS_up_Row48",-1.458621803
"MostDILI Drugs","leflunomide","POU2F1","ATG_POU domain protein_MLP_CIS_up_Row422",-2.727174456
"MostDILI Drugs","leflunomide","ppar","ATG_PPRE_CIS_up_Row5",-2.359507835
"MostDILI Drugs","leflunomide","PPARD","TOX21_PPARd_BLA_antagonist_ratio_Row221",-0.182800526
"MostDILI Drugs","leflunomide","PPARD","TOX21_PPARd_BLA_Agonist_viability_Row222",-0.292150284
"MostDILI Drugs","leflunomide","PPARG","ATG_PPARg_TRANS_up_Row7",-0.689621806
"MostDILI Drugs","leflunomide","RORA","ATG_RORE_CIS_up_Row43",-1.543734888
"MostDILI Drugs","leflunomide","TFAP2A","ATG_AP_2_CIS_dn_Row338",0.752882873
"MostDILI Drugs","leflunomide","THRA","TOX21_TR_LUC_GH3_Antagonist_Row97",0.868511138
"MostDILI Drugs","leflunomide","TP53","TOX21_p53_BLA_p5_ratio_Row117",0.997842843
"MostDILI Drugs","leflunomide","TP53","TOX21_p53_BLA_p5_ch2_Row151",0.997690269
"MostDILI Drugs","leflunomide","TP53","TOX21_p53_BLA_p4_ch1_Row112",0.994368036
"MostDILI Drugs","leflunomide","TP53","TOX21_p53_BLA_p4_viability_Row177",0.990109048
"MostDILI Drugs","leflunomide","VDR","TOX21_VDR_BLA_Agonist_viability_Row224",-0.526175689
"MostDILI Drugs","leflunomide","VDR","ATG_VDRE_CIS_up_Row37",-3.282675148
"LessDILIDrugs","letrozole","CYP19A1","NVS_ADME_hCYP19A1_Row777",0.979854231
"LessDILIDrugs","letrozole","CYP19A1","TOX21_Aromatase_Inhibition_Row119",0.927277777
"LessDILIDrugs","levothyroxine","THRA","TOX21_TR_LUC_GH3_Agonist_Row273",0.959527508
"LessDILIDrugs","levothyroxine","THRA","ATG_THRa1_TRANS_up_Row461",0.953842
"LessDILIDrugs","lomustine","TP53","TOX21_p53_BLA_p5_ratio_Row117",0.998680596
"NoDILI Drugs","loratadine","ESR1","NVS_NR_hER_Row588",0.559735211
"LessDILIDrugs","lovastatin","THBD","BSK_CASM3C_Thrombomodulin_up_Row23",0.373873333
"LessDILIDrugs","lovastatin","zf_teratoscore","NHEERL_ZF_144hpf_TERATOSCORE_up_Row13",0.891304045
"MostDILI Drugs","lumiracoxib","PPARG","TOX21_PPARg_BLA_Agonist_ratio_Row2",0.896195143
"LessDILIDrugs","mebendazole","THRA","TOX21_TR_LUC_GH3_Antagonist_Row97",-1.628980849
"LessDILIDrugs","mebendazole","TP53","TOX21_p53_BLA_p1_ch2_Row274",-0.03963181
"LessDILIDrugs","mebendazole","TP53","TOX21_p53_BLA_p1_ratio_Row162",-0.073044056
"LessDILIDrugs","mebendazole","TP53","TOX21_p53_BLA_p2_ch2_Row77",-0.828607357
"LessDILIDrugs","mebendazole","TP53","TOX21_p53_BLA_p4_ratio_Row126",-0.857588484
"LessDILIDrugs","mebendazole","TP53","TOX21_p53_BLA_p3_ch2_Row92",-0.978106206
"LessDILIDrugs","mebendazole","TP53","TOX21_p53_BLA_p4_ch2_Row163",-1.009726667
"LessDILIDrugs","mebendazole","TP53","TOX21_p53_BLA_p3_ratio_Row118",-1.08931377
"LessDILIDrugs","mebendazole","TP53","TOX21_p53_BLA_p2_ratio_Row80",-1.18375431
"LessDILIDrugs","mebendazole","TP53","TOX21_p53_BLA_p5_ratio_Row117",-1.53010469
"LessDILIDrugs","mebendazole","TP53","TOX21_p53_BLA_p5_ch2_Row151",-1.937104706
"AmbiDILIDrugs","medroxyprogesterone","AR","TOX21_AR_BLA_Agonist_ch2_Row254",0.994663212
"AmbiDILIDrugs","medroxyprogesterone","AR","TOX21_AR_BLA_Agonist_ratio_Row249",0.993929188
"AmbiDILIDrugs","medroxyprogesterone","AR","TOX21_AR_LUC_MDAKB2_Agonist_Row252",0.43795443
"AmbiDILIDrugs","medroxyprogesterone","NR3C1","TOX21_GR_BLA_Agonist_ratio_Row239",0.091303212
"MostDILI Drugs","mefenamic acid","ESR1","ATG_ERE_CIS_up_Row9",0.851714973
"MostDILI Drugs","mefenamic acid","ESR1","TOX21_ERa_LUC_BG1_Agonist_Row253",-0.087971027
"MostDILI Drugs","mefenamic acid","ESR1","TOX21_ERa_BLA_Antagonist_ratio_Row156",-1.782752875
"MostDILI Drugs","mefenamic acid","hmgbox","ATG_TCF_b_cat_CIS_dn_Row85",-0.007639745
"MostDILI Drugs","mefenamic acid","mmp","TOX21_MMP_ratio_down_Row67",-2.005887117
"MostDILI Drugs","mefenamic acid","MTF1","ATG_MRE_CIS_up_Row84",-1.692155124
"MostDILI Drugs","mefenamic acid","NR1H4","TOX21_FXR_BLA_antagonist_ratio_Row183",-0.840398636
"MostDILI Drugs","mefenamic acid","NR1I2","ATG_PXRE_CIS_up_Row16",0.28326667
"MostDILI Drugs","mefenamic acid","NRF2","TOX21_ARE_BLA_agonist_ratio_Row34",-0.004039913
"MostDILI Drugs","mefenamic acid","NRF2","ATG_NRF2_ARE_CIS_up_Row48",-1.847255825
"MostDILI Drugs","mefenamic acid","ppar","ATG_PPRE_CIS_up_Row5",0.457514481
"MostDILI Drugs","mefenamic acid","PPARA","ATG_PPARa_TRANS_up_Row318",0.543360596
"MostDILI Drugs","mefenamic acid","PPARD","TOX21_PPARd_BLA_agonist_ch2_Row208",0.175748482
"MostDILI Drugs","mefenamic acid","PPARD","ATG_PPARd_TRANS_up_Row426",-1.263109752
"MostDILI Drugs","mefenamic acid","PPARG","ATG_PPARg_TRANS_up_Row7",0.534878098
"MostDILI Drugs","mefenamic acid","PPARG","TOX21_PPARg_BLA_antagonist_ratio_Row220",0.198505388
"MostDILI Drugs","mefenamic acid","THRA","TOX21_TR_LUC_GH3_Antagonist_Row97",0.272908899
"MostDILI Drugs","mefenamic acid","USF1","ATG_E_Box_CIS_up_Row30",-2.243686821
"MostDILI Drugs","mefenamic acid","VDR","ATG_VDRE_CIS_up_Row37",-1.069012691
"LessDILIDrugs","meloxicam","NR1I2","ATG_PXR_TRANS_up_Row18",-2.502622289
"LessDILIDrugs","melphalan","AR","TOX21_AR_BLA_Antagonist_viability_Row157",0.999990576
"LessDILIDrugs","memantine","TP53","TOX21_p53_BLA_p5_viability_Row185",-1.361565654
"LessDILIDrugs","metformin","ESR1","ATG_ERE_CIS_dn_Row356",0.938896794
"LessDILIDrugs","metformin","ESR1","ATG_ERa_TRANS_dn_Row361",-0.237347786
"MostDILI Drugs","methimazole","oxidoreductase","NCCT_TPO_AUR_dn_Row14",0.977211918
"MostDILI Drugs","methotrexate","AR","TOX21_AR_BLA_Antagonist_viability_Row157",0.95096286
"MostDILI Drugs","methotrexate","NR1H4","TOX21_FXR_BLA_antagonist_ratio_Row183",0.645893369
"MostDILI Drugs","methotrexate","NRF2","TOX21_ARE_BLA_agonist_ratio_Row34",0.991178821
"MostDILI Drugs","methotrexate","NRF2","TOX21_ARE_BLA_Agonist_ch2_Row24",0.98840949
"MostDILI Drugs","methotrexate","oxstress","APR_HepG2_OxidativeStress_72h_up_Row202",0.99309428
"MostDILI Drugs","methotrexate","prlfrn","NCCT_HEK293T_CellTiterGLO_Row88",0.928201814
"MostDILI Drugs","methotrexate","prlfrn","BSK_SAg_Proliferation_down_Row54",-3.990295407
"MostDILI Drugs","methotrexate","PTGS1","NVS_ENZ_oCOX1_Row568",-1.898792701
"MostDILI Drugs","methotrexate","SSTR1","NVS_GPCR_rSST_Row1005",-3.047861249
"MostDILI Drugs","methotrexate","TACR2","NVS_GPCR_hNK2_Row578",-2.240325265
"MostDILI Drugs","methotrexate","THRA","TOX21_TR_LUC_GH3_Antagonist_Row97",0.907819472
"MostDILI Drugs","methotrexate","TP53","TOX21_p53_BLA_p4_viability_Row177",0.986948622
"MostDILI Drugs","methotrexate","TP53","TOX21_p53_BLA_p2_ch2_Row77",0.97413496
"MostDILI Drugs","methotrexate","TP53","TOX21_p53_BLA_p4_ratio_Row126",0.965230642
"MostDILI Drugs","methotrexate","TP53","TOX21_p53_BLA_p2_ratio_Row80",0.963930579
"MostDILI Drugs","methotrexate","TP53","TOX21_p53_BLA_p3_ch2_Row92",0.908566999
"MostDILI Drugs","methotrexate","TP53","TOX21_p53_BLA_p3_ratio_Row118",0.906520896
"MostDILI Drugs","methotrexate","TP53","TOX21_p53_BLA_p1_viability_Row171",0.829070079
"MostDILI Drugs","methotrexate","TP53","TOX21_p53_BLA_p3_viability_Row184",0.789341207
"MostDILI Drugs","methotrexate","TP53","TOX21_p53_BLA_p1_ch2_Row274",0.669534358
"MostDILI Drugs","methotrexate","TP53","TOX21_p53_BLA_p1_ratio_Row162",0.655057343
"MostDILI Drugs","methotrexate","TP53","TOX21_p53_BLA_p5_ratio_Row117",0.322289262
"MostDILI Drugs","methotrexate","TP53","TOX21_p53_BLA_p5_ch2_Row151",0.121567418
"MostDILI Drugs","methotrexate","TP53","TOX21_p53_BLA_p4_ch2_Row163",0.118885151
"LessDILIDrugs","methylprednisolone","AR","TOX21_AR_LUC_MDAKB2_Agonist_Row252",0.992708088
"LessDILIDrugs","methylprednisolone","AR","TOX21_AR_BLA_Agonist_ratio_Row249",0.990519569
"LessDILIDrugs","methylprednisolone","AR","TOX21_AR_BLA_Agonist_ch2_Row254",0.990252288
"LessDILIDrugs","methylprednisolone","NR3C1","ATG_GRE_CIS_up_Row375",0.99732522
"LessDILIDrugs","methylprednisolone","NR3C1","ATG_GR_TRANS_up_Row377",0.995576057
"LessDILIDrugs","methylprednisolone","NR3C1","TOX21_GR_BLA_Agonist_ratio_Row239",0.993992471
"LessDILIDrugs","methylprednisolone","NR3C1","TOX21_GR_BLA_Agonist_ch2_Row270",0.993876249
"NoDILI Drugs","methysergide","AR","TOX21_AR_BLA_Antagonist_ratio_Row143",0.998585
"NoDILI Drugs","methysergide","ESR1","TOX21_ERa_BLA_Antagonist_ratio_Row156",0.99873
"NoDILI Drugs","methysergide","TP53","TOX21_p53_BLA_p5_ch2_Row151",0.996225
"AmbiDILIDrugs","metolazone","TP53","TOX21_p53_BLA_p3_ch1_Row121",0.988314448
"AmbiDILIDrugs","nabumetone","AHR","TOX21_AhR_LUC_Agonist_Row256",-2.690241241
"AmbiDILIDrugs","nabumetone","ESR1","TOX21_ERa_LUC_BG1_Agonist_Row253",0.583349343
"LessDILIDrugs","naproxen","PPARD","TOX21_PPARd_BLA_Antagonist_ch1_Row281",0.999929117
"AmbiDILIDrugs","nateglinide","PPARD","TOX21_PPARd_BLA_agonist_ch1_Row283",0.999915492
"LessDILIDrugs","nifedipine","TP53","TOX21_p53_BLA_p2_viability_Row180",0.853976241
"MostDILI Drugs","nilutamide","ADRA1A","NVS_GPCR_bAdoR_NonSelective_Row947",-0.3715743
"MostDILI Drugs","nilutamide","AR","NVS_NR_hAR_Row620",0.999278258
"MostDILI Drugs","nilutamide","AR","TOX21_AR_LUC_MDAKB2_Antagonist2_Row168",0.946635318
"MostDILI Drugs","nilutamide","AR","NVS_NR_cAR_Row619",0.848971302
"MostDILI Drugs","nilutamide","AR","TOX21_AR_BLA_Antagonist_ratio_Row143",0.461452574
"MostDILI Drugs","nilutamide","AR","TOX21_AR_LUC_MDAKB2_Antagonist_Row178",-0.239243722
"MostDILI Drugs","nilutamide","AR","OT_AR_ARSRC1_0960_Row124",-0.592249688
"MostDILI Drugs","nilutamide","AR","NVS_NR_rAR_Row591",-1.661620704
"MostDILI Drugs","nilutamide","AR","OT_AR_ARSRC1_0480_Row1045",-2.155332624
"MostDILI Drugs","nilutamide","CSF1","BSK_CASM3C_MCSF_down_Row502",-0.916274052
"MostDILI Drugs","nilutamide","CXCL10","BSK_BE3C_IP10_down_Row55",-2.45232587
"MostDILI Drugs","nilutamide","CYP1A2","NVS_ADME_hCYP1A2_Row542",0.336128247
"MostDILI Drugs","nilutamide","CYP2B6","NVS_ADME_hCYP2B6_Row783",0.099356129
